,Unnamed: 0,Make,Model,Variant,Ex-Showroom_Price,car_cc,Cylinders,Valves_Per_Cylinder,wheel_drive,Cylinder_Configuration,Emission_Norm,Engine_Location,Fuel_System,Fuel_Tank_Capacity,Fuel_Type,height_mm,lenght_mm,width_mm,Body_Type,Doors,City_Mileage,highway_mileage_km/l,ARAI_Certified_Mileage,Kerb_Weight,Gears,Ground_Clearance_mm,Front_Brakes,Rear_Brakes,Front_Suspension,Rear_Suspension,Front_Track_mm,Rear_Track_mm,Front_Tyre_&_Rim,Rear_Tyre_&_Rim,Power_Steering,Power_Windows,Power_Seats,Keyless_Entry,Power,Torque,Odometer,Speedometer,Tachometer,Tripmeter,Seating_Capacity,Seats_Material,Type,Wheelbase,Start_/_Stop_Button,12v_Power_Outlet,Audiosystem,Aux-in_Compatibility,Average_Fuel_Consumption,Bluetooth,Boot-lid_Opener,Boot_Space,CD_/_MP3_/_DVD_Player,Central_Locking,Child_Safety_Locks,Clock,Cup_Holders,Distance_to_Empty,Door_Pockets,Engine_Malfunction_Light,Extended_Warranty,FM_Radio,Fuel-lid_Opener,Fuel_Gauge,Handbrake,Instrument_Console,Low_Fuel_Warning,Minimum_Turning_Radius,Multifunction_Display,Sun_Visor,Third_Row_AC_Vents,Ventilation_System,Auto-Dimming_Rear-View_Mirror,Hill_Assist,Gear_Indicator,3_Point_Seat-Belt_in_Middle_Rear_Seat,Ambient_Lightning,Cargo/Boot_Lights,Drive_Modes,Engine_Immobilizer,High_Speed_Alert_System,Lane_Watch_Camera/_Side_Mirror_Camera,Passenger_Side_Seat-Belt_Reminder,Seat_Back_Pockets,Voice_Recognition,Walk_Away_Auto_Car_Lock,ABS_(Anti-lock_Braking_System),Headlight_Reminder,Adjustable_Headrests,Gross_Vehicle_Weight,Airbags,Door_Ajar_Warning,EBD_(Electronic_Brake-force_Distribution),Fasten_Seat_Belt_Warning,Gear_Shift_Reminder,Number_of_Airbags,Compression_Ratio,Adjustable_Steering_Column,Other_Specs,Other_specs,Parking_Assistance,Key_Off_Reminder,USB_Compatibility,Android_Auto,Apple_CarPlay,Cigarette_Lighter,Infotainment_Screen,Multifunction_Steering_Wheel,Average_Speed,EBA_(Electronic_Brake_Assist),Seat_Height_Adjustment,Navigation_System,Second_Row_AC_Vents,Tyre_Pressure_Monitoring_System,Rear_Center_Armrest,iPod_Compatibility,ESP_(Electronic_Stability_Program),Cooled_Glove_Box,Recommended_Tyre_Pressure,Heated_Seats,Turbocharger,ISOFIX_(Child-Seat_Mount),Rain_Sensing_Wipers,Paddle_Shifters,Leather_Wrapped_Steering,Automatic_Headlamps,Engine_Type,ASR_/_Traction_Control,Cruise_Control,USB_Ports,Heads-Up_Display,Welcome_Lights,Battery,Electric_Range,lt_front_tyre,pr_front_tyre,z_front_tyre(240 km/h),Front_Tyre_size,Front_rim_size,Power_bhp,Power_rpm,torque_nm,basic_warranty_years,basic_warranty_distance
720,720,Jeep,Compass,2.0 Limited (O),2022000,1956,6.0,4.0,FWD,V,BS VI,"Front, Longitudinal",Injection,60.0,Diesel,1640.0,4395.0,1818.0,SUV,5.0,54.9,17.2,17.1,1562.0,6.0,179.0,Ventilated Disc,Ventilated Disc,McPherson Strut with Coil Spring Rear,"Multi-link suspension, coil springs, twin-tube gas-filled shock absorbers, stabiliser bar",1524.6,1522.9,265 / 60 R17,265 / 60 R17,Electro-Hydraulic,All Windows,Yes,Remote,173PS@3750rpm,350Nm@1750-2500rpm,Digital,Analog,Analog,2,5,Leather,MT,2636.0,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,Yes,"With Remote, Internal",,Yes,Yes,Yes,,Front & Rear,Yes,Front & Rear,Yes,,Yes,"With Remote, Internal",Analog,Automatic,Analog,Yes,,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,Yes,Yes,,,,,Yes,,,,,,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,,"Reach, Rake",,,Rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment,Yes,Yes,,Cup Holders,Yes,Yes,,,,Yes,Yes,,,Yes,,,Yes,,,,,,,0.0,0.0,0.0,265/60,17,170.6,3750.0,350.0,2.0,Unknown
721,721,Jeep,Compass,2.0 Limited 4X4,2151000,1956,6.0,4.0,AWD,V,BS VI,"Front, Longitudinal",Injection,60.0,Diesel,1640.0,4395.0,1818.0,SUV,5.0,54.9,17.2,16.3,1641.0,6.0,179.0,Ventilated Disc,Ventilated Disc,McPherson Strut with Coil Spring Rear,"Multi-link suspension, coil springs, twin-tube gas-filled shock absorbers, stabiliser bar",1524.6,1522.9,265 / 60 R18,265 / 60 R18,Electro-Hydraulic,All Windows,Yes,Remote,173PS@3750rpm,350Nm@1750-2500rpm,Digital,Analog,Analog,2,5,Leather,MT,2636.0,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,Yes,"With Remote, Internal",,Yes,Yes,Yes,,Front & Rear,Yes,Front & Rear,Yes,,Yes,"Internal, With Remote",Analog,Automatic,Analog,Yes,,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,Yes,Yes,,,,,Yes,,,,,,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag, Drive side airbag, Front passenger side airbag",Yes,Yes,Yes,Yes,6.0,,"Reach, Rake",,,Rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment,,Yes,,Cup Holders,Yes,Yes,,,,Yes,Yes,,,,,,Yes,,,,,,,0.0,0.0,0.0,265/60,18,170.6,3750.0,350.0,2.0,Unknown
722,722,Jeep,Compass,2.0 Limited (O) 4X4,2199000,1956,6.0,4.0,AWD,V,BS IV,"Front, Longitudinal",Injection,60.0,Diesel,1640.0,4395.0,1818.0,SUV,5.0,54.9,17.2,16.3,1641.0,6.0,179.0,Ventilated Disc,Ventilated Disc,McPherson Strut with Coil Spring Rear,"Multi-link suspension, coil springs, twin-tube gas-filled shock absorbers, stabiliser bar",1524.6,1522.9,265 / 60 R17,265 / 60 R17,Electro-Hydraulic,All Windows,Yes,Remote,173PS@3750rpm,350Nm@1750-2500rpm,Digital,Analog,Analog,2,5,Leather,MT,2636.0,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,Yes,"Internal, With Remote",,Yes,Yes,Yes,,Front & Rear,Yes,Front & Rear,Yes,,Yes,"With Remote, Internal",Analog,Automatic,Analog,Yes,,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,,Yes,Yes,,,,,Yes,,,,,,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag, Curtain airbags",Yes,Yes,Yes,Yes,6.0,,"Rake, Reach",,,Rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment,Yes,Yes,,Cup Holders,Yes,Yes,,,Yes,Yes,Yes,Yes,,,Yes,,Yes,,,,,,,0.0,0.0,0.0,265/60,17,170.6,3750.0,350.0,2.0,Unknown
723,723,Jeep,Compass,1.4 Limited Plus At Petrol,2167000,1368,6.0,4.0,FWD,V,BS VI,"Front, Longitudinal",Injection,60.0,Petrol,1640.0,4395.0,1818.0,SUV,5.0,54.9,17.2,16.3,1562.0,7.0,179.0,Ventilated Disc,Ventilated Disc,McPherson Strut with Coil Spring Rear,"Multi-link suspension, coil springs, twin-tube gas-filled shock absorbers, stabiliser bar",1524.6,1522.9,265 / 60 R17,265 / 60 R17,Electro-Hydraulic,All Windows,"Yes, with memory",Other,162PS@3750rpm,250Nm@1750-2500rpm,Digital,Analog,Analog,Yes,5,Leather,AT,2636.0,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,Yes,With Remote,,Yes,Yes,Yes,,Front & Rear,Yes,Front & Rear,Yes,,Yes,With Remote,Analog,Automatic,Analog,Yes,,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,Yes,Yes,,,,,Yes,,,,,,,Yes,Yes,All Rows,,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Yes,Yes,Yes,Yes,6.0,,"Rake, Reach",,,Rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,"Multifunction Steering Wheel, With gear shift paddles",Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,,,,,0.0,0.0,0.0,265/60,17,159.8,3750.0,250.0,2.0,Unknown
724,724,Jeep,Compass,2.0 Limited Plus 4X2 Diesel,2133000,1956,6.0,4.0,FWD,V,BS VI,"Front, Longitudinal",Injection,60.0,Diesel,1640.0,4395.0,1818.0,SUV,5.0,54.9,17.2,17.1,1562.0,6.0,179.0,Ventilated Disc,Ventilated Disc,McPherson Strut with Coil Spring Rear,"Multi-link suspension, coil springs, twin-tube gas-filled shock absorbers, stabiliser bar",1524.6,1522.9,265 / 60 R17,265 / 60 R17,Electro-Hydraulic,All Windows,"Yes, with memory",Remote,173PS@3750rpm,350Nm@1750-2500rpm,Digital,Analog,Analog,2,5,Leather,MT,2636.0,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,Yes,"Internal, With Remote",,Yes,Yes,Yes,,Front & Rear,Yes,Front & Rear,Yes,,Yes,"With Remote, Internal",Analog,Automatic,Analog,Yes,,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,Yes,Yes,,,,,Yes,,,,,,,Yes,Yes,All Rows,,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Yes,Yes,Yes,Yes,6.0,,"Rake, Reach",,,Rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment,Yes,Yes,,Cup Holders,Yes,Yes,,,,Yes,Yes,Yes,,Yes,Yes,,Yes,,,,,,,0.0,0.0,0.0,265/60,17,170.6,3750.0,350.0,2.0,Unknown
725,725,Jeep,Compass,2.0 Limited Plus 4X4 Diesel,2311000,1956,6.0,4.0,AWD,V,BS VI,"Front, Longitudinal",Injection,60.0,Diesel,1640.0,4395.0,1818.0,SUV,5.0,54.9,17.2,16.3,1641.0,6.0,179.0,Ventilated Disc,Ventilated Disc,McPherson Strut with Coil Spring Rear,"Multi-link suspension, coil springs, twin-tube gas-filled shock absorbers, stabiliser bar",1524.6,1522.9,265 / 60 R17,265 / 60 R17,Electro-Hydraulic,All Windows,Yes,Remote,173PS@3750rpm,350Nm@1750-2500rpm,Digital,Analog,Analog,2,5,Leather,MT,2636.0,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,Yes,"Internal, With Remote",,Yes,Yes,Yes,,Front & Rear,Yes,Front & Rear,Yes,,Yes,"With Remote, Internal",Analog,Automatic,Analog,Yes,,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,Yes,Yes,,,,,Yes,,,,,,,Yes,Yes,All Rows,,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Yes,Yes,Yes,Yes,6.0,,"Rake, Reach",,,Rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment,Yes,Yes,,Cup Holders,Yes,Yes,,,Yes,Yes,Yes,Yes,,,Yes,,Yes,,,,,,,0.0,0.0,0.0,265/60,17,170.6,3750.0,350.0,2.0,Unknown
726,726,Jeep,Compass,2.0 Sport Plus,1699000,1956,6.0,4.0,FWD,V,BS VI,"Front, Longitudinal",Injection,60.0,Diesel,1640.0,4395.0,1818.0,SUV,5.0,54.9,17.2,17.1,1537.0,6.0,179.0,Ventilated Disc,Ventilated Disc,McPherson Strut with Coil Spring Rear,"Multi-link suspension, coil springs, twin-tube gas-filled shock absorbers, stabiliser bar",1524.6,1522.9,265 / 60 R16,265 / 60 R16,Electro-Hydraulic,Only Front Windows,"Yes, with memory",Other,173PS@3750rpm,350Nm@1750-2500rpm,Digital,Analog,Analog,2,5,Leather,MT,2636.0,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,Yes,With Remote,,Yes,Yes,Yes,,Front & Rear,Yes,Front & Rear,Yes,,Yes,"Internal, With Remote",Digital,Automatic,Analog,Yes,,Yes,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,,,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,,"Rake, Reach",,,Rear sensors,Yes,Yes,Yes,Yes,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,,Electric Adjustment with Memory,Yes,Yes,Yes,Yes,,Yes,,,,Yes,Yes,,,Yes,,,Yes,,,,,,,0.0,0.0,0.0,265/60,16,170.6,3750.0,350.0,2.0,Unknown
727,727,Jeep,Compass,1.4 Sport Plus,1599000,1368,6.0,4.0,FWD,V,BS VI,"Front, Longitudinal",Injection,60.0,Petrol,1640.0,4395.0,1818.0,SUV,5.0,54.9,17.2,16.3,1537.0,6.0,179.0,Ventilated Disc,Ventilated Disc,McPherson Strut with Coil Spring Rear,"Multi-link suspension, coil springs, twin-tube gas-filled shock absorbers, stabiliser bar",1524.6,1522.9,265 / 60 R16,265 / 60 R16,Electro-Hydraulic,All Windows,"Yes, with memory",Other,162PS@3750rpm,250Nm@1750-2500rpm,Digital,Analog,Analog,Yes,5,Leather,MT,2636.0,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,Yes,With Remote,,Yes,Yes,Yes,,Front & Rear,Yes,Front & Rear,Yes,,Yes,With Remote,Analog,Automatic,Analog,Yes,,Yes,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,,,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,,"Rake, Reach",,,Rear sensors,Yes,Yes,,,Yes,Touch Sensitive,"Multifunction Steering Wheel, With gear shift paddles",Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,0.0,0.0,0.0,265/60,16,159.8,3750.0,250.0,2.0,Unknown
728,728,Jeep,Compass,1.4 Longitude (O) At,1900000,1368,6.0,4.0,FWD,V,BS VI,"Front, Longitudinal",Injection,60.0,Petrol,1640.0,4395.0,1818.0,SUV,5.0,54.9,17.2,14.1,1562.0,6.0,179.0,Ventilated Disc,Ventilated Disc,McPherson Strut with Coil Spring Rear,"Multi-link suspension, coil springs, twin-tube gas-filled shock absorbers, stabiliser bar",1524.6,1522.9,265 / 60 R17,265 / 60 R17,Electro-Hydraulic,All Windows,"Yes, with memory",Other,163PS@5500rpm,250Nm@2500-4000rpm,Digital,Analog,Analog,Yes,5,Leather,AT,2636.0,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,Yes,With Remote,,Yes,Yes,Yes,,Front & Rear,Yes,Front & Rear,Yes,,Yes,With Remote,Analog,Automatic,Analog,Yes,,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,Yes,Yes,,,,,Yes,,,,,,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,,"Rake, Reach",,,Rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,"Multifunction Steering Wheel, With gear shift paddles",Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,,,,,0.0,0.0,0.0,265/60,17,160.8,5500.0,250.0,2.0,Unknown
729,729,Jeep,Compass,1.4 Limited (O) At Petrol Black Pack,2070000,1368,6.0,4.0,FWD,V,BS VI,"Front, Longitudinal",Injection,60.0,Petrol,1640.0,4395.0,1818.0,SUV,5.0,54.9,17.2,16.3,1562.0,7.0,179.0,Ventilated Disc,Ventilated Disc,McPherson Strut with Coil Spring Rear,"Multi-link suspension, coil springs, twin-tube gas-filled shock absorbers, stabiliser bar",1524.6,1522.9,265 / 60 R17,265 / 60 R17,Electro-Hydraulic,All Windows,"Yes, with memory",Other,162PS@3750rpm,250Nm@1750-2500rpm,Digital,Analog,Analog,Yes,5,Leather,AT,2636.0,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,Yes,With Remote,,Yes,Yes,Yes,,Front & Rear,Yes,Front & Rear,Yes,,Yes,With Remote,Analog,Automatic,Analog,Yes,,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,Yes,Yes,,,,,Yes,,,,,,,Yes,Yes,All Rows,,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Yes,Yes,Yes,Yes,6.0,,"Rake, Reach",,,Rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,"Multifunction Steering Wheel, With gear shift paddles",Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,,,,,0.0,0.0,0.0,265/60,17,159.8,3750.0,250.0,2.0,Unknown
730,730,Jeep,Compass,2.0 Limited (O) Black Pack,2036300,1956,6.0,4.0,FWD,V,BS VI,"Front, Longitudinal",Injection,60.0,Diesel,1640.0,4395.0,1818.0,SUV,5.0,54.9,17.2,17.1,1562.0,6.0,179.0,Ventilated Disc,Ventilated Disc,McPherson Strut with Coil Spring Rear,"Multi-link suspension, coil springs, twin-tube gas-filled shock absorbers, stabiliser bar",1524.6,1522.9,265 / 60 R17,265 / 60 R17,Electro-Hydraulic,All Windows,Yes,Remote,173PS@3750rpm,350Nm@1750-2500rpm,Digital,Analog,Analog,2,5,Leather,MT,2636.0,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,Yes,"With Remote, Internal",,Yes,Yes,Yes,,Front & Rear,Yes,Front & Rear,Yes,,Yes,"With Remote, Internal",Analog,Automatic,Analog,Yes,,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,Yes,Yes,,,,,Yes,,,,,,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,,"Reach, Rake",,,Rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment,Yes,Yes,,Cup Holders,Yes,Yes,,,,Yes,Yes,,,Yes,,,Yes,,,,,,,0.0,0.0,0.0,265/60,17,170.6,3750.0,350.0,2.0,Unknown
731,731,Jeep,Compass,2.0 Limited (O) 4X4 Black Pack,2214000,1956,6.0,4.0,AWD,V,BS VI,"Front, Longitudinal",Injection,60.0,Diesel,1640.0,4395.0,1818.0,SUV,5.0,54.9,17.2,16.3,1641.0,6.0,179.0,Ventilated Disc,Ventilated Disc,McPherson Strut with Coil Spring Rear,"Multi-link suspension, coil springs, twin-tube gas-filled shock absorbers, stabiliser bar",1524.6,1522.9,265 / 60 R17,265 / 60 R17,Electro-Hydraulic,All Windows,Yes,Remote,173PS@3750rpm,350Nm@1750-2500rpm,Digital,Analog,Analog,2,5,Leather,MT,2636.0,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,Yes,"With Remote, Internal",,Yes,Yes,Yes,,Front & Rear,Yes,Front & Rear,Yes,,Yes,"With Remote, Internal",Analog,Automatic,Analog,Yes,,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,Yes,Yes,,,,,Yes,,,,,,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag, Curtain airbags",Yes,Yes,Yes,Yes,6.0,,"Rake, Reach",,,Rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment,Yes,Yes,,Cup Holders,Yes,Yes,,,Yes,Yes,Yes,Yes,,,Yes,,Yes,,,,,,,0.0,0.0,0.0,265/60,17,170.6,3750.0,350.0,2.0,Unknown
732,732,Jeep,Compass,2.0 Limited Plus 4X4 At,2499000,1956,6.0,4.0,AWD,V,BS VI,"Front, Longitudinal",Injection,60.0,Diesel,1640.0,4395.0,1818.0,SUV,5.0,54.9,17.2,17.1,1562.0,9.0,179.0,Ventilated Disc,Ventilated Disc,McPherson Strut with Coil Spring Rear,"Multi-link suspension, coil springs, twin-tube gas-filled shock absorbers, stabiliser bar",1524.6,1522.9,265 / 60 R17,265 / 60 R17,Electro-Hydraulic,All Windows,"Yes, with memory",Remote,173PS@3750rpm,350Nm@1750-2500rpm,Digital,Analog,Analog,2,5,Leather,AT,2636.0,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,Yes,"Internal, With Remote",,Yes,Yes,Yes,,Front & Rear,Yes,Front & Rear,Yes,,Yes,"With Remote, Internal",Analog,Automatic,Analog,Yes,,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,Yes,Yes,,,,,Yes,,,,,,,Yes,Yes,All Rows,,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Yes,Yes,Yes,Yes,6.0,,"Rake, Reach",,,Rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment,Yes,Yes,,Cup Holders,Yes,Yes,,,,Yes,Yes,Yes,,Yes,Yes,,Yes,,,,,,,0.0,0.0,0.0,265/60,17,170.6,3750.0,350.0,2.0,Unknown
733,733,Jeep,Compass,2.0 Longitude 4X4 At,2196000,1956,6.0,4.0,AWD,V,BS VI,"Front, Longitudinal",Injection,60.0,Diesel,1640.0,4395.0,1818.0,SUV,5.0,54.9,17.2,17.1,1551.0,9.0,179.0,Ventilated Disc,Ventilated Disc,McPherson Strut with Coil Spring Rear,"Multi-link suspension, coil springs, twin-tube gas-filled shock absorbers, stabiliser bar",1524.6,1522.9,265 / 60 R17,265 / 60 R17,Electro-Hydraulic,All Windows,Yes,Other,173PS@3750rpm,350Nm@1750-2500rpm,Digital,Analog,Analog,2,5,Leather,AT,2636.0,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,Yes,"With Remote, Internal",,Yes,Yes,Yes,,Front & Rear,Yes,Front & Rear,Yes,,Yes,With Remote,Analog,Automatic,Analog,Yes,,Yes,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,Yes,Yes,Yes,,,,,Yes,,,,,,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,,"Rake, Reach",,,Rear sensors,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment,Yes,Yes,,Cup Holders,Yes,Yes,Yes,,Yes,Yes,Yes,,,,,,Yes,,,,,,,0.0,0.0,0.0,265/60,17,170.6,3750.0,350.0,2.0,Unknown
734,734,Toyota,Corolla Altis,G Petrol,1645000,1798,4.0,4.0,FWD,In-line,BS IV,"Front, Transverse",Injection,55.0,Petrol,1475.0,4620.0,1775.0,Sedan,4.0,9.5,17.2,16.7,1220.0,6.0,175.0,Ventilated Disc,Solid Disc,MacPherson Strut,Torsion Beam,1530.0,1535.0,195/65R15,195/65R15,Electric Power,All Windows,No,Remote,140PS@6400rpm,173Nm@4000rpm,Digital,Analog,Analog,Yes,5,Fabric,MT,2700.0,No,2,DVD Player with USB & Aux-in,Yes,Yes,Yes,Internal,470 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.4 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,,,,,,,,Yes,,,,,,,Yes,,Front Row,1660 kg,"Driver frontal airbag, Front passenger frontal airbag, Driver knee airbag",Yes,Yes,Yes,,3.0,10.6:1,"Rake, Reach",,,Rear sensors,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,,Yes,Manual Adjustment,,,,Cup Holders,,,,,,,Yes,,,Yes,Yes,,,,,,,,,0.0,0.0,0.0,195/65,15,138.1,6400.0,173.0,3.0,100000
